,mem_C,max_memAB,min_memAB,avg_memAB,sim_AC,sim_BC,max_simACBC,min_simACBC,mem_max_simACBC,mem_min_simACBC,semantic_similarity,category
penlight_09s&&penholder_12s,0.8817923665046692,0.8955894708633423,0.8450950384140015,0.8703422546386719,0.6629353165626526,0.9006202220916748,0.9006202220916748,0.6629353165626526,0.8450950384140015,0.8955894708633423,0.9267487898571626,HS
penlight_04s&&penholder_07s,0.879401683807373,0.9356400370597839,0.8766559958457947,0.9061480164527893,0.7465165853500366,0.9163775444030762,0.9163775444030762,0.7465165853500366,0.9356400370597839,0.8766559958457947,0.9267487898571626,HS
penlight_02s&&penholder_13s,0.8591265678405762,0.8916497826576233,0.8427928686141968,0.86722132563591,0.6283166408538818,0.9061582684516907,0.9061582684516907,0.6283166408538818,0.8427928686141968,0.8916497826576233,0.9267487898571626,HS
penlight_08s&&penholder_01b,0.7803375720977783,0.902698278427124,0.83445805311203,0.868578165769577,0.9480398893356323,0.6588577032089233,0.9480398893356323,0.6588577032089233,0.83445805311203,0.902698278427124,0.9267487898571626,HS
penlight_13s&&penholder_03s,0.9442993998527527,0.947736918926239,0.9246385097503662,0.9361877143383026,0.8553188443183899,0.9197520017623901,0.9197520017623901,0.8553188443183899,0.947736918926239,0.9246385097503662,0.9267487898571626,HS
penlight_11s&&penholder_11s,0.8874383568763733,0.898903489112854,0.735698401927948,0.817300945520401,0.8521326780319214,0.7820908427238464,0.8521326780319214,0.7820908427238464,0.735698401927948,0.898903489112854,0.9267487898571626,HS
revolver_09s&&nail_clippers_11s,0.9064483046531677,0.9154189229011536,0.8996535539627075,0.9075362384319305,0.864143967628479,0.868475079536438,0.868475079536438,0.864143967628479,0.9154189229011536,0.8996535539627075,0.9204037782291271,HS
revolver_11s&&nail_clippers_07s,0.882710337638855,0.9319285750389099,0.8393228650093079,0.8856257200241089,0.8061597347259521,0.7974066138267517,0.8061597347259521,0.7974066138267517,0.8393228650093079,0.9319285750389099,0.9204037782291271,HS
revolver_05s&&nail_clippers_09s,0.8356785178184509,0.9018853902816772,0.892686128616333,0.8972857594490051,0.9438453912734985,0.7533383369445801,0.9438453912734985,0.7533383369445801,0.892686128616333,0.9018853902816772,0.9204037782291271,HS
revolver_04s&&nail_clippers_02s,0.8642518520355225,0.8725090026855469,0.8643648624420166,0.8684369325637817,0.9297670722007751,0.6922365427017212,0.9297670722007751,0.6922365427017212,0.8643648624420166,0.8725090026855469,0.9204037782291271,HS
nail_clippers_09s&&jukebox_10s,0.8717837333679199,0.9018853902816772,0.8106337785720825,0.8562595844268799,0.6865505576133728,0.7679557800292969,0.7679557800292969,0.6865505576133728,0.8106337785720825,0.9018853902816772,0.9184441732443607,HS
nail_clippers_08s&&jukebox_05s,0.7195642590522766,0.8395184874534607,0.6710832715034485,0.7553008794784546,0.9345216155052185,0.5374656915664673,0.9345216155052185,0.5374656915664673,0.6710832715034485,0.8395184874534607,0.9184441732443607,HS
revolver_07s&&jukebox_09s,0.8299400210380554,0.8099762201309204,0.8061795830726624,0.8080779016017914,0.7608815431594849,0.8306789398193359,0.8306789398193359,0.7608815431594849,0.8061795830726624,0.8099762201309204,0.91635634421389,HS
revolver_09s&&jukebox_12n,0.7406343221664429,0.8996535539627075,0.716166079044342,0.8079098165035248,0.6100550293922424,0.9088472723960876,0.9088472723960876,0.6100550293922424,0.716166079044342,0.8996535539627075,0.91635634421389,HS
revolver_10s&&jukebox_02s,0.7493083477020264,0.8711651563644409,0.6847583651542664,0.7779617607593536,0.5605547428131104,0.9124928116798401,0.9124928116798401,0.5605547428131104,0.6847583651542664,0.8711651563644409,0.91635634421389,HS
revolver_02s&&jukebox_10s,0.8573336601257324,0.8957157135009766,0.8106337785720825,0.8531747460365295,0.7445507049560547,0.807828426361084,0.807828426361084,0.7445507049560547,0.8106337785720825,0.8957157135009766,0.91635634421389,HS
revolver_12s&&jukebox_05s,0.8505295515060425,0.8787120580673218,0.8395184874534607,0.8591152727603912,0.6308108568191528,0.9605885148048401,0.9605885148048401,0.6308108568191528,0.8395184874534607,0.8787120580673218,0.91635634421389,HS
revolver_03s&&jukebox_04s,0.8732393383979797,0.8848230242729187,0.7827004790306091,0.8337617516517639,0.9059694409370422,0.6337197422981262,0.9059694409370422,0.6337197422981262,0.8848230242729187,0.7827004790306091,0.91635634421389,HS
wallpaper_16s&&tape_recorder_02s,0.7417295575141907,0.900779664516449,0.8481348156929016,0.8744572401046753,0.8327603936195374,0.6995104551315308,0.8327603936195374,0.6995104551315308,0.900779664516449,0.8481348156929016,0.9143269933266321,HS
wallpaper_08s&&tape_recorder_03s,0.8270503282546997,0.8493649959564209,0.8219142556190491,0.835639625787735,0.624803364276886,0.8561211228370667,0.8561211228370667,0.624803364276886,0.8493649959564209,0.8219142556190491,0.9143269933266321,HS
wallpaper_02s&&tape_recorder_09s,0.8761983513832092,0.9289986491203308,0.8763367533683777,0.9026677012443542,0.8082314133644104,0.7959195971488953,0.8082314133644104,0.7959195971488953,0.9289986491203308,0.8763367533683777,0.9143269933266321,HS
wallpaper_01b&&tape_recorder_08s,0.8726525902748108,0.9267957210540771,0.8264666795730591,0.8766312003135681,0.793998122215271,0.7297727465629578,0.793998122215271,0.7297727465629578,0.9267957210540771,0.8264666795730591,0.9143269933266321,HS
wallpaper_07s&&tape_recorder_07s,0.7808212637901306,0.841224193572998,0.8237274289131165,0.8324758112430573,0.7066410779953003,0.8991438746452332,0.8991438746452332,0.7066410779953003,0.8237274289131165,0.841224193572998,0.9143269933266321,HS
wallpaper_12s&&tape_recorder_12s,0.7952823638916016,0.8397137522697449,0.8369505405426025,0.8383321464061737,0.7926148772239685,0.7859325408935547,0.7926148772239685,0.7859325408935547,0.8397137522697449,0.8369505405426025,0.9143269933266321,HS
wallpaper_06s&&tape_recorder_05s,0.8045406937599182,0.8559367656707764,0.8524413108825684,0.8541890382766724,0.7298306822776794,0.8627753257751465,0.8627753257751465,0.7298306822776794,0.8524413108825684,0.8559367656707764,0.9143269933266321,HS
wallpaper_04s&&tape_recorder_10s,0.6948670744895935,0.8551990389823914,0.7063575387001038,0.7807782888412476,0.9582648873329163,0.5184399485588074,0.9582648873329163,0.5184399485588074,0.7063575387001038,0.8551990389823914,0.9143269933266321,HS
taffy_08s&&tadpole_10s,0.811539888381958,0.8767598867416382,0.8394875526428223,0.8581237196922302,0.8730772137641907,0.5621070861816406,0.8730772137641907,0.5621070861816406,0.8394875526428223,0.8767598867416382,0.912470720030395,HS
taffy_13s&&tadpole_09s,0.7514626383781433,0.9052339196205139,0.8479551076889038,0.8765945136547089,0.8422800898551941,0.6753823757171631,0.8422800898551941,0.6753823757171631,0.8479551076889038,0.9052339196205139,0.912470720030395,HS
kangaroo_02s&&canoe_02s,0.7830011248588562,0.8839805722236633,0.8583193421363831,0.8711499571800232,0.8002215027809143,0.7696608304977417,0.8002215027809143,0.7696608304977417,0.8583193421363831,0.8839805722236633,0.9110829966705449,HS
kangaroo_09n&&canoe_05s,0.8569178581237793,0.9417498111724854,0.6570292711257935,0.7993895411491394,0.7118078470230103,0.7524159550666809,0.7524159550666809,0.7118078470230103,0.6570292711257935,0.9417498111724854,0.9110829966705449,HS
kangaroo_06n&&canoe_08s,0.8086844086647034,0.7880678772926331,0.7659311294555664,0.7769995033740997,0.8784905672073364,0.7438814043998718,0.8784905672073364,0.7438814043998718,0.7880678772926331,0.7659311294555664,0.9110829966705449,HS
kangaroo_07s&&canoe_15s,0.7622811794281006,0.8229753375053406,0.8042815923690796,0.8136284649372101,0.7139263153076172,0.8263068199157715,0.8263068199157715,0.7139263153076172,0.8042815923690796,0.8229753375053406,0.9110829966705449,HS
kangaroo_14n&&canoe_12s,0.7868867516517639,0.8059728145599365,0.8046768307685852,0.8053248226642609,0.6380126476287842,0.9579863548278809,0.9579863548278809,0.6380126476287842,0.8059728145599365,0.8046768307685852,0.9110829966705449,HS
kangaroo_05s&&canoe_11s,0.9051275253295898,0.9123114347457886,0.7896069288253784,0.8509591817855835,0.7976505756378174,0.743084728717804,0.7976505756378174,0.743084728717804,0.9123114347457886,0.7896069288253784,0.9110829966705449,HS
kangaroo_03n&&canoe_17n,0.8877748847007751,0.9235758781433105,0.8310031890869141,0.8772895336151123,0.8294472694396973,0.662330150604248,0.8294472694396973,0.662330150604248,0.8310031890869141,0.9235758781433105,0.9110829966705449,HS
kangaroo_12s&&canoe_14n,0.8440893292427063,0.8469232320785522,0.8373193144798279,0.8421212732791901,0.8207718133926392,0.7248860001564026,0.8207718133926392,0.7248860001564026,0.8469232320785522,0.8373193144798279,0.9110829966705449,HS
stiletto_10s&&starfish_05s,0.8940358757972717,0.9017602205276489,0.8978028297424316,0.8997815251350403,0.8847275972366333,0.6684913039207458,0.8847275972366333,0.6684913039207458,0.8978028297424316,0.9017602205276489,0.9101965290089883,HS
stiletto_02s&&starfish_06s,0.9036338925361633,0.859501302242279,0.8002896308898926,0.8298954665660858,0.8444898128509521,0.6312868595123291,0.8444898128509521,0.6312868595123291,0.859501302242279,0.8002896308898926,0.9101965290089883,HS
stiletto_06s&&starfish_02s,0.8822129964828491,0.9554607272148132,0.8669184446334839,0.9111895859241486,0.5536248683929443,0.8639423251152039,0.8639423251152039,0.5536248683929443,0.8669184446334839,0.9554607272148132,0.9101965290089883,HS
stiletto_13s&&starfish_04s,0.8037505149841309,0.9155169129371643,0.8193204998970032,0.8674187064170837,0.5841063857078552,0.9237492084503174,0.9237492084503174,0.5841063857078552,0.8193204998970032,0.9155169129371643,0.9101965290089883,HS
stiletto_11s&&starfish_09s,0.8466957807540894,0.8849995136260986,0.8786711096763611,0.8818353116512299,0.47143369913101196,0.9478459358215332,0.9478459358215332,0.47143369913101196,0.8849995136260986,0.8786711096763611,0.9101965290089883,HS
stiletto_09s&&starfish_13s,0.7718870639801025,0.8975762724876404,0.7454721927642822,0.8215242326259613,0.621449887752533,0.8795323371887207,0.8795323371887207,0.621449887752533,0.7454721927642822,0.8975762724876404,0.9101965290089883,HS
stiletto_08s&&starfish_01b,0.9393149018287659,0.9540845155715942,0.9001472592353821,0.9271158874034882,0.864238440990448,0.5395897626876831,0.864238440990448,0.5395897626876831,0.9540845155715942,0.9001472592353821,0.9101965290089883,HS
printer_03s&&hobbyhorse_12s,0.8898046016693115,0.9580098390579224,0.8582650423049927,0.9081374406814575,0.8557591438293457,0.7094792723655701,0.8557591438293457,0.7094792723655701,0.8582650423049927,0.9580098390579224,0.9055822674378285,HS
printer_02s&&hobbyhorse_06s,0.8548904061317444,0.9141319990158081,0.8906155228614807,0.9023737609386444,0.6793399453163147,0.8373022079467773,0.8373022079467773,0.6793399453163147,0.9141319990158081,0.8906155228614807,0.9055822674378285,HS
printer_07s&&hobbyhorse_13s,0.8866544961929321,0.8938234448432922,0.826471745967865,0.8601475954055786,0.6305895447731018,0.703437089920044,0.703437089920044,0.6305895447731018,0.8938234448432922,0.826471745967865,0.9055822674378285,HS
printer_01s&&hobbyhorse_09s,0.8224986791610718,0.83942049741745,0.8282079696655273,0.8338142335414886,0.5091001391410828,0.9404712319374084,0.9404712319374084,0.5091001391410828,0.8282079696655273,0.83942049741745,0.9055822674378285,HS
stir_fry_17s&&stingray_09s,0.6771513819694519,0.8537772297859192,0.758589506149292,0.8061833679676056,0.5857429504394531,0.8952410817146301,0.8952410817146301,0.5857429504394531,0.8537772297859192,0.758589506149292,0.9036130692136678,HS
swab_14s&&bikini_07s,0.7475522756576538,0.9625934362411499,0.9185336828231812,0.9405635595321655,0.6945223808288574,0.5394545197486877,0.6945223808288574,0.5394545197486877,0.9185336828231812,0.9625934362411499,0.9023323376211904,HS
swab_15s&&bikini_05s,0.91020268201828,0.913400411605835,0.9054234623908997,0.9094119369983673,0.6001269221305847,0.9102747440338135,0.9102747440338135,0.6001269221305847,0.9054234623908997,0.913400411605835,0.9023323376211904,HS
swab_09s&&bikini_04s,0.9601160883903503,0.9573421478271484,0.8587874174118042,0.9080647826194763,0.6111109256744385,0.9685467481613159,0.9685467481613159,0.6111109256744385,0.9573421478271484,0.8587874174118042,0.9023323376211904,HS
vegetable_11s&&cello_05s,0.750390887260437,0.8624074459075928,0.77484530210495,0.8186263740062714,0.7793191075325012,0.8228265643119812,0.8228265643119812,0.7793191075325012,0.77484530210495,0.8624074459075928,0.8994121083571043,HS
kiwi_12s&&ankle_05s,0.9208883047103882,0.9343590140342712,0.8846356272697449,0.9094973206520081,0.6152656674385071,0.7937582731246948,0.7937582731246948,0.6152656674385071,0.9343590140342712,0.8846356272697449,0.8966333340787033,HS
roll_09s&&poinsettia_01b,0.9026642441749573,0.9213411211967468,0.7825418710708618,0.8519414961338043,0.8171587586402893,0.7362459897994995,0.8171587586402893,0.7362459897994995,0.9213411211967468,0.7825418710708618,0.8929408320256588,HS
roll_12s&&poinsettia_10s,0.9048784971237183,0.921066164970398,0.7789140939712524,0.8499901294708252,0.7946999669075012,0.6785533428192139,0.7946999669075012,0.6785533428192139,0.921066164970398,0.7789140939712524,0.8929408320256588,HS
roll_08s&&poinsettia_11s,0.9327338337898254,0.9446851015090942,0.8870252966880798,0.915855199098587,0.9060477614402771,0.7081913352012634,0.9060477614402771,0.7081913352012634,0.9446851015090942,0.8870252966880798,0.8929408320256588,HS
punching_bag_04s&&burrito_12s,0.8084050416946411,0.9054060578346252,0.9049614667892456,0.9051837623119354,0.8263978362083435,0.7350789904594421,0.8263978362083435,0.7350789904594421,0.9054060578346252,0.9049614667892456,0.8902904983981587,HS
punching_bag_11s&&burrito_01b,0.805027961730957,0.8820666074752808,0.8494062423706055,0.8657364249229431,0.6482990384101868,0.8355371952056885,0.8355371952056885,0.6482990384101868,0.8494062423706055,0.8820666074752808,0.8902904983981587,HS
punching_bag_05s&&burrito_03s,0.8969734907150269,0.9246912002563477,0.864274263381958,0.8944827318191528,0.8936017155647278,0.555806040763855,0.8936017155647278,0.555806040763855,0.864274263381958,0.9246912002563477,0.8902904983981587,HS
globe_05s&&baseball_glove_02s,0.8525733351707458,0.9201534986495972,0.8177309632301331,0.8689422309398651,0.7927018404006958,0.7428651452064514,0.7927018404006958,0.7428651452064514,0.8177309632301331,0.9201534986495972,0.8848559735000983,HS
globe_03s&&baseball_glove_17s,0.8384414911270142,0.8686436414718628,0.8309676647186279,0.8498056530952454,0.7011527419090271,0.6104087233543396,0.7011527419090271,0.6104087233543396,0.8686436414718628,0.8309676647186279,0.8848559735000983,HS
globe_04s&&baseball_glove_18s,0.8573397397994995,0.905648946762085,0.8328940868377686,0.8692715167999268,0.857519805431366,0.5005720257759094,0.857519805431366,0.5005720257759094,0.8328940868377686,0.905648946762085,0.8848559735000983,HS
globe_02s&&baseball_glove_09s,0.7807179093360901,0.8330979347229004,0.8326125144958496,0.832855224609375,0.7928038239479065,0.7518541812896729,0.7928038239479065,0.7518541812896729,0.8330979347229004,0.8326125144958496,0.8848559735000983,HS
tooth_06s&&raspberry_05s,0.8768346905708313,0.946135938167572,0.878807783126831,0.9124718606472015,0.9104351997375488,0.807227373123169,0.9104351997375488,0.807227373123169,0.946135938167572,0.878807783126831,0.884554275564032,HS
tooth_01b&&raspberry_09s,0.9806718230247498,0.971086323261261,0.9669485092163086,0.9690174162387848,0.9117915034294128,0.6416462063789368,0.9117915034294128,0.6416462063789368,0.9669485092163086,0.971086323261261,0.884554275564032,HS
tooth_09s&&raspberry_11s,0.7995975017547607,0.9488816261291504,0.8150930404663086,0.8819873332977295,0.6478272080421448,0.9002605676651001,0.9002605676651001,0.6478272080421448,0.8150930404663086,0.9488816261291504,0.884554275564032,HS
tumbleweed_11s&&swing_13s,0.8815444707870483,0.9507659673690796,0.8434191346168518,0.8970925509929657,0.5516802072525024,0.9551922082901001,0.9551922082901001,0.5516802072525024,0.9507659673690796,0.8434191346168518,0.8845498321957577,HS
tumbleweed_12s&&swing_07s,0.8024831414222717,0.806377649307251,0.7185648679733276,0.7624712586402893,0.5838860273361206,0.9673764109611511,0.9673764109611511,0.5838860273361206,0.806377649307251,0.7185648679733276,0.8845498321957577,HS
tumbleweed_10s&&swing_05s,0.9215786457061768,0.9183191061019897,0.6884832382202148,0.8034011721611023,0.8388113975524902,0.8316184878349304,0.8388113975524902,0.8316184878349304,0.6884832382202148,0.9183191061019897,0.8845498321957577,HS
tumbleweed_06s&&swing_10s,0.9521206021308899,0.956044614315033,0.7475662231445312,0.8518054187297821,0.6226608157157898,0.9178708791732788,0.9178708791732788,0.6226608157157898,0.956044614315033,0.7475662231445312,0.8845498321957577,HS
tooth_11s&&parfait_13s,0.9789972901344299,0.9778337478637695,0.8674923777580261,0.9226630628108978,0.8750008940696716,0.5751288533210754,0.8750008940696716,0.5751288533210754,0.9778337478637695,0.8674923777580261,0.8829351147921837,HS
tooth_01b&&parfait_15s,0.9751299619674683,0.9669485092163086,0.8856171369552612,0.9262828230857849,0.8854535222053528,0.5240639448165894,0.8854535222053528,0.5240639448165894,0.9669485092163086,0.8856171369552612,0.8829351147921837,HS
headscarf_03s&&headlight_06s,0.8300352692604065,0.9308125376701355,0.8637785911560059,0.8972955644130707,0.652253270149231,0.9176233410835266,0.9176233410835266,0.652253270149231,0.8637785911560059,0.9308125376701355,0.8829228372076035,HS
headscarf_10s&&headlight_02s,0.688338577747345,0.8593686819076538,0.7294464707374573,0.7944075763225555,0.7199554443359375,0.7199584245681763,0.7199584245681763,0.7199554443359375,0.7294464707374573,0.8593686819076538,0.8829228372076035,HS
turntable_05s&&lightning_bug_11s,0.7511411905288696,0.8345701098442078,0.8132888078689575,0.8239294588565826,0.7249321937561035,0.6227239370346069,0.7249321937561035,0.6227239370346069,0.8345701098442078,0.8132888078689575,0.8796553649442631,HS
turntable_12s&&lightning_bug_03s,0.7399193644523621,0.7817115187644958,0.7629390358924866,0.7723252773284912,0.8221555352210999,0.6435550451278687,0.8221555352210999,0.6435550451278687,0.7817115187644958,0.7629390358924866,0.8796553649442631,HS
turntable_11s&&lightning_bug_02s,0.6706433296203613,0.8586452603340149,0.6737235188484192,0.766184389591217,0.5330421328544617,0.8442997336387634,0.8442997336387634,0.5330421328544617,0.6737235188484192,0.8586452603340149,0.8796553649442631,HS
turntable_01b&&lightning_bug_08s,0.7192577719688416,0.7588874101638794,0.7521915435791016,0.7555394768714905,0.7986108064651489,0.6486091017723083,0.7986108064651489,0.6486091017723083,0.7521915435791016,0.7588874101638794,0.8796553649442631,HS
turntable_13s&&lightning_bug_05s,0.7122868299484253,0.7792395949363708,0.7697919011116028,0.7745157480239868,0.873624324798584,0.4196683168411255,0.873624324798584,0.4196683168411255,0.7792395949363708,0.7697919011116028,0.8796553649442631,HS
snowsuit_11s&&couch_11s,0.9376232028007507,0.8685397505760193,0.8183664679527283,0.8434531092643738,0.8407884836196899,0.6017236709594727,0.8407884836196899,0.6017236709594727,0.8685397505760193,0.8183664679527283,0.8743153651934915,HS
snowsuit_06s&&couch_13s,0.7433634400367737,0.8304469585418701,0.7746848464012146,0.8025659024715424,0.6850988864898682,0.85373854637146,0.85373854637146,0.6850988864898682,0.7746848464012146,0.8304469585418701,0.8743153651934915,HS
snowsuit_01b&&couch_14n,0.8620700240135193,0.8945358395576477,0.8579040169715881,0.8762199282646179,0.621996283531189,0.745678722858429,0.745678722858429,0.621996283531189,0.8579040169715881,0.8945358395576477,0.8743153651934915,HS
snowsuit_03s&&couch_04s,0.8188207149505615,0.9322607517242432,0.782859742641449,0.8575602471828461,0.6235665678977966,0.8081132173538208,0.8081132173538208,0.6235665678977966,0.782859742641449,0.9322607517242432,0.8743153651934915,HS
snowsuit_08s&&couch_22s,0.8863269686698914,0.9137258529663086,0.8115262389183044,0.8626260459423065,0.43620169162750244,0.9560683965682983,0.9560683965682983,0.43620169162750244,0.9137258529663086,0.8115262389183044,0.8743153651934915,HS
snowsuit_12s&&couch_15n,0.8461961150169373,0.8041334748268127,0.7963178157806396,0.8002256453037262,0.7197657227516174,0.637638509273529,0.7197657227516174,0.637638509273529,0.8041334748268127,0.7963178157806396,0.8743153651934915,HS
snowsuit_10s&&couch_17s,0.8550180792808533,0.9318122267723083,0.8708392381668091,0.9013257324695587,0.7462915182113647,0.7991847991943359,0.7991847991943359,0.7462915182113647,0.8708392381668091,0.9318122267723083,0.8743153651934915,HS
snowsuit_09s&&couch_09s,0.8986321687698364,0.8176996111869812,0.752005398273468,0.7848525047302246,0.7037156224250793,0.7379575967788696,0.7379575967788696,0.7037156224250793,0.752005398273468,0.8176996111869812,0.8743153651934915,HS
snowsuit_02s&&couch_08n,0.8318114280700684,0.9286472201347351,0.7623653411865234,0.8455062806606293,0.6811639666557312,0.8984805941581726,0.8984805941581726,0.6811639666557312,0.7623653411865234,0.9286472201347351,0.8743153651934915,HS
snowsuit_05s&&couch_21n,0.8049309253692627,0.8535675406455994,0.8046552538871765,0.8291113972663879,0.5888413190841675,0.7663078904151917,0.7663078904151917,0.5888413190841675,0.8046552538871765,0.8535675406455994,0.8743153651934915,HS
shears_01b&&shawl_05s,0.8762955069541931,0.9298037886619568,0.8855060935020447,0.9076549410820007,0.7784945964813232,0.7774266004562378,0.7784945964813232,0.7774266004562378,0.8855060935020447,0.9298037886619568,0.8724757013492349,HS
shears_09s&&shawl_01b,0.8899826407432556,0.9419203400611877,0.8692277669906616,0.9055740535259247,0.8849937915802002,0.5838279724121094,0.8849937915802002,0.5838279724121094,0.8692277669906616,0.9419203400611877,0.8724757013492349,HS
shears_15s&&shawl_03s,0.8437133431434631,0.9073925018310547,0.8204227089881897,0.8639076054096222,0.8451303243637085,0.6572638154029846,0.8451303243637085,0.6572638154029846,0.8204227089881897,0.9073925018310547,0.8724757013492349,HS
guinea_pig_04s&&banjo_12s,0.7953769564628601,0.860998809337616,0.8025527000427246,0.8317757546901703,0.7781010866165161,0.7081149816513062,0.7781010866165161,0.7081149816513062,0.860998809337616,0.8025527000427246,0.8707352607877822,HS
guinea_pig_01b&&banjo_04s,0.8463138341903687,0.8786501884460449,0.7781960368156433,0.8284231126308441,0.8680262565612793,0.6911314129829407,0.8680262565612793,0.6911314129829407,0.8786501884460449,0.7781960368156433,0.8707352607877822,HS
guinea_pig_07s&&banjo_08s,0.8319954872131348,0.8637966513633728,0.8215897679328918,0.8426932096481323,0.684270441532135,0.7755770087242126,0.7755770087242126,0.684270441532135,0.8215897679328918,0.8637966513633728,0.8707352607877822,HS
guinea_pig_06s&&banjo_14s,0.8013806939125061,0.8400066494941711,0.7983109354972839,0.8191587924957275,0.6152104139328003,0.9391756057739258,0.9391756057739258,0.6152104139328003,0.7983109354972839,0.8400066494941711,0.8707352607877822,HS
guinea_pig_11s&&banjo_16s,0.9427222013473511,0.9192919731140137,0.7125481367111206,0.8159200549125671,0.743324875831604,0.657183051109314,0.743324875831604,0.657183051109314,0.9192919731140137,0.7125481367111206,0.8707352607877822,HS
